customer_name,email,order_id,order_date,product_name,quantity,price,total_amount_paid
Hannah Brewer,bwest@example.org,112,2025-06-18T08:25:40.750980,Fundamental web-enabled strategy Premium,5,679.24,0.0
Melissa Cannon,wwoods@example.com,106,2025-06-11T07:06:00.202154,Exclusive scalable alliance Premium,5,475.63,7026.37
Melissa Cannon,wwoods@example.com,106,2025-06-11T07:06:00.202154,Inverse empowering conglomeration Standard,3,941.41,7026.37
Melissa Cannon,wwoods@example.com,106,2025-06-11T07:06:00.202154,Advanced client-server throughput Basic,3,598.08,7026.37
Michael Davis,marypeterson@example.net,38,2025-06-09T03:26:18.404454,Reduced 5thgeneration secured line Deluxe,3,661.84,8729.21
Michael Davis,marypeterson@example.net,38,2025-06-09T03:26:18.404454,Business-focused system-worthy model Basic,4,725.0,8729.21
Michael Davis,marypeterson@example.net,38,2025-06-09T03:26:18.404454,Object-based asynchronous moderator Basic,4,771.82,8729.21
Michael Davis,marypeterson@example.net,38,2025-06-09T03:26:18.404454,Synchronized upward-trending synergy Deluxe,4,110.9,8729.21
Michael Davis,marypeterson@example.net,38,2025-06-09T03:26:18.404454,Horizontal 6thgeneration challenge Deluxe,1,264.59,8729.21
Joshua Padilla,raylauren@example.net,3,2025-06-05T18:25:17.466108,Inverse empowering conglomeration Standard,5,753.13,0.0
Joshua Padilla,raylauren@example.net,3,2025-06-05T18:25:17.466108,Persistent bi-directional artificial intelligence Deluxe,2,74.53,0.0
Joshua Padilla,raylauren@example.net,3,2025-06-05T18:25:17.466108,Virtual needs-based middleware Pro,2,581.44,0.0
Richard Morgan,wrightjames@example.com,103,2025-05-30T13:53:54.384564,Versatile 24/7 solution Deluxe,3,673.65,0.0
Richard Morgan,wrightjames@example.com,103,2025-05-30T13:53:54.384564,Balanced foreground hardware Standard,5,640.03,0.0
Richard Morgan,wrightjames@example.com,103,2025-05-30T13:53:54.384564,Virtual multi-state knowledgebase Premium,5,248.62,0.0
Richard Morgan,wrightjames@example.com,103,2025-05-30T13:53:54.384564,Profound optimal matrix Premium,5,25.73,0.0
Richard Morgan,wrightjames@example.com,103,2025-05-30T13:53:54.384564,Versatile scalable workforce Premium,4,969.17,0.0
Krystal Ward,rodriguezjohn@example.net,8,2025-05-23T14:39:02.875118,Automated attitude-oriented capability Deluxe,2,368.47,8629.14
Krystal Ward,rodriguezjohn@example.net,8,2025-05-23T14:39:02.875118,Versatile 24/7 solution Deluxe,3,673.65,8629.14
Krystal Ward,rodriguezjohn@example.net,8,2025-05-23T14:39:02.875118,Adaptive actuating throughput Basic,4,669.56,8629.14
Krystal Ward,rodriguezjohn@example.net,8,2025-05-23T14:39:02.875118,Secured 4thgeneration forecast Standard,4,787.91,8629.14
Julie Dunn,kingdanielle@example.org,99,2025-05-22T18:44:57.008760,Re-engineered contextually-based instruction set Premium,3,642.73,0.0
Julie Dunn,kingdanielle@example.org,99,2025-05-22T18:44:57.008760,Profound optimal matrix Premium,4,30.27,0.0
Julie Dunn,kingdanielle@example.org,99,2025-05-22T18:44:57.008760,Organized human-resource help-desk Pro,2,778.91,0.0
Steven Sanders,maldonadojohn@example.com,81,2025-05-18T15:30:24.482442,Future-proofed full-range flexibility Deluxe,5,159.86,0.0
Jamie Webb,udavis@example.net,68,2025-05-16T01:30:11.320331,Pre-emptive asymmetric core Standard,3,763.14,4267.84
Jamie Webb,udavis@example.net,68,2025-05-16T01:30:11.320331,Balanced foreground hardware Standard,3,640.03,4267.84
Sabrina Collins,tanderson@example.org,12,2025-05-12T09:57:53.226291,Customizable fault-tolerant knowledge user Deluxe,2,183.47,0.0
Sabrina Collins,tanderson@example.org,12,2025-05-12T09:57:53.226291,Organized human-resource help-desk Pro,1,778.91,0.0
Sabrina Collins,tanderson@example.org,12,2025-05-12T09:57:53.226291,Focused systemic algorithm Premium,2,68.78,0.0
Sabrina Collins,tanderson@example.org,12,2025-05-12T09:57:53.226291,Future-proofed executive synergy Premium,1,926.2,0.0
Sabrina Collins,tanderson@example.org,12,2025-05-12T09:57:53.226291,User-centric optimal algorithm Deluxe,2,511.42,0.0
Kyle Gutierrez,kevinsmith@example.org,90,2025-05-11T00:06:44.095639,Persistent clear-thinking array Pro,4,661.59,0.0
Kyle Gutierrez,kevinsmith@example.org,90,2025-05-11T00:06:44.095639,Switchable user-facing open system Premium,1,231.03,0.0
Kyle Gutierrez,kevinsmith@example.org,90,2025-05-11T00:06:44.095639,Automated attitude-oriented capability Deluxe,3,491.29,0.0
Elizabeth Mills,carlos88@example.net,20,2025-05-09T21:45:43.434556,Adaptive actuating throughput Basic,4,535.65,0.0
Elizabeth Mills,carlos88@example.net,20,2025-05-09T21:45:43.434556,Compatible high-level alliance Basic,3,458.67,0.0
Elizabeth Mills,carlos88@example.net,20,2025-05-09T21:45:43.434556,Automated global instruction set Pro,4,209.0,0.0
Cory Miles,russellbeasley@example.com,73,2025-05-06T23:06:55.793054,Secured tangible structure Premium,2,368.73,771.36
Ashley Krause,lisale@example.org,48,2025-05-05T21:01:13.471755,Synchronized bi-directional strategy Deluxe,5,137.62,0.0
Ashley Krause,lisale@example.org,48,2025-05-05T21:01:13.471755,User-friendly stable encoding Premium,3,744.41,0.0
Ashley Krause,lisale@example.org,48,2025-05-05T21:01:13.471755,Implemented discrete moderator Pro,1,595.63,0.0
Ashley Krause,lisale@example.org,48,2025-05-05T21:01:13.471755,Synchronized upward-trending synergy Deluxe,2,88.72,0.0
Ashley Krause,lisale@example.org,48,2025-05-05T21:01:13.471755,Business-focused system-worthy model Basic,2,725.0,0.0
Cynthia Faulkner,markramirez@example.com,23,2025-05-01T21:14:21.356764,Pre-emptive asymmetric core Standard,3,718.25,0.0
Cynthia Faulkner,markramirez@example.com,23,2025-05-01T21:14:21.356764,Triple-buffered executive interface Standard,3,427.03,0.0
Cynthia Faulkner,markramirez@example.com,23,2025-05-01T21:14:21.356764,Inverse optimizing paradigm Basic,1,580.98,0.0
John Ferguson,gallagherstacie@example.net,151,2025-05-01T08:37:30.745571,Synchronized upward-trending synergy Deluxe,2,88.72,2363.42
John Ferguson,gallagherstacie@example.net,151,2025-05-01T08:37:30.745571,Synchronized bi-directional strategy Deluxe,1,183.49,2363.42
John Ferguson,gallagherstacie@example.net,151,2025-05-01T08:37:30.745571,User-friendly stable encoding Premium,1,744.41,2363.42
John Ferguson,gallagherstacie@example.net,151,2025-05-01T08:37:30.745571,Integrated content-based analyzer Basic,4,310.36,2363.42
Ryan Morales,fosterkyle@example.com,137,2025-04-26T23:15:51.523586,Pre-emptive asymmetric core Standard,3,763.14,0.0
Sophia Torres,pwilson@example.net,180,2025-04-25T14:16:49.259199,Seamless full-range capability Deluxe,1,701.26,766.89
Shannon Walton,katie87@example.net,169,2025-04-20T11:15:01.954752,Synchronized bandwidth-monitored database Deluxe,1,300.46,839.4
Shannon Walton,katie87@example.net,169,2025-04-20T11:15:01.954752,Automated attitude-oriented capability Deluxe,1,491.29,839.4
Darlene Montgomery,haynescharles@example.net,80,2025-04-20T08:16:47.160302,Ergonomic object-oriented capacity Deluxe,2,594.8,7369.84
Darlene Montgomery,haynescharles@example.net,80,2025-04-20T08:16:47.160302,Automated dedicated complexity Deluxe,2,548.31,7369.84
Darlene Montgomery,haynescharles@example.net,80,2025-04-20T08:16:47.160302,Reactive user-facing Graphic Interface Deluxe,1,535.14,7369.84
Darlene Montgomery,haynescharles@example.net,80,2025-04-20T08:16:47.160302,Universal methodical customer loyalty Basic,5,767.21,7369.84
Darlene Montgomery,haynescharles@example.net,80,2025-04-20T08:16:47.160302,Customizable encompassing approach Deluxe,2,330.22,7369.84
Jessica Edwards,cruzbarbara@example.com,70,2025-04-19T22:03:21.127371,Secured tangible structure Premium,3,491.64,6335.62
Jessica Edwards,cruzbarbara@example.com,70,2025-04-19T22:03:21.127371,Streamlined homogeneous focus group Standard,3,257.39,6335.62
Jessica Edwards,cruzbarbara@example.com,70,2025-04-19T22:03:21.127371,Phased heuristic encryption Basic,5,428.94,6335.62
Jessica Edwards,cruzbarbara@example.com,70,2025-04-19T22:03:21.127371,Inverse empowering conglomeration Standard,2,941.41,6335.62
Shawn Bates,williamsmatthew@example.org,102,2025-04-16T17:47:39.458684,Triple-buffered executive interface Standard,4,384.33,0.0
Shawn Bates,williamsmatthew@example.org,102,2025-04-16T17:47:39.458684,Automated dedicated complexity Deluxe,1,548.31,0.0
Shawn Bates,williamsmatthew@example.org,102,2025-04-16T17:47:39.458684,User-centric optimal algorithm Deluxe,3,639.28,0.0
Shawn Bates,williamsmatthew@example.org,102,2025-04-16T17:47:39.458684,Implemented discrete moderator Pro,2,675.04,0.0
Shawn Bates,williamsmatthew@example.org,102,2025-04-16T17:47:39.458684,Inverse attitude-oriented strategy Premium,1,755.7,0.0
Carrie Simmons,cbell@example.net,168,2025-04-13T23:12:37.722340,Universal methodical customer loyalty Basic,4,767.21,0.0
Carrie Simmons,cbell@example.net,168,2025-04-13T23:12:37.722340,Automated attitude-oriented capability Deluxe,3,491.29,0.0
Carrie Simmons,cbell@example.net,168,2025-04-13T23:12:37.722340,Switchable user-facing open system Premium,3,308.04,0.0
Carrie Simmons,cbell@example.net,168,2025-04-13T23:12:37.722340,Balanced systemic policy Premium,5,145.33,0.0
Donald Morris,adamreyes@example.com,104,2025-04-10T21:14:44.954175,Streamlined homogeneous focus group Standard,3,302.81,925.5500000000001
Ronald Forbes,nicoleturner@example.com,52,2025-04-10T02:32:31.127425,Phased heuristic encryption Basic,2,428.94,914.53
James Rhodes,jeremywiley@example.com,149,2025-04-04T22:21:32.998762,Programmable user-facing extranet Standard,3,254.92,768.79
Michael Davis,marypeterson@example.net,69,2025-04-04T02:59:05.450372,Programmable user-facing extranet Standard,2,283.24,0.0
Michael Davis,marypeterson@example.net,69,2025-04-04T02:59:05.450372,Switchable user-facing open system Premium,1,231.03,0.0
Michael Davis,marypeterson@example.net,69,2025-04-04T02:59:05.450372,Implemented discrete moderator Pro,3,794.17,0.0
Lisa Davis,ncarroll@example.net,17,2025-03-30T22:48:31.079175,Synchronized bandwidth-monitored database Deluxe,3,255.39,5409.879999999999
Lisa Davis,ncarroll@example.net,17,2025-03-30T22:48:31.079175,Balanced foreground hardware Standard,2,480.02,5409.879999999999
Lisa Davis,ncarroll@example.net,17,2025-03-30T22:48:31.079175,Realigned holistic capability Basic,4,7.67,5409.879999999999
Lisa Davis,ncarroll@example.net,17,2025-03-30T22:48:31.079175,Automated system-worthy open system Premium,2,935.09,5409.879999999999
Lisa Davis,ncarroll@example.net,17,2025-03-30T22:48:31.079175,Triple-buffered executive interface Standard,4,427.03,5409.879999999999
Lisa Carr,zunigadonald@example.net,164,2025-03-30T18:30:06.141484,Organized human-resource help-desk Pro,2,865.45,0.0
Lisa Carr,zunigadonald@example.net,164,2025-03-30T18:30:06.141484,Synchronized bi-directional strategy Deluxe,5,155.97,0.0
Lisa Carr,zunigadonald@example.net,164,2025-03-30T18:30:06.141484,Automated attitude-oriented capability Deluxe,4,491.29,0.0
Yvonne Chambers,barbara27@example.net,175,2025-03-29T12:53:41.574399,Quality-focused optimizing firmware Basic,4,388.87,5131.129999999999
Yvonne Chambers,barbara27@example.net,175,2025-03-29T12:53:41.574399,Secured 4thgeneration forecast Standard,3,926.95,5131.129999999999
Yvonne Chambers,barbara27@example.net,175,2025-03-29T12:53:41.574399,Ergonomic client-server interface Standard,3,254.32,5131.129999999999
Anthony Collins,tsanders@example.org,163,2025-03-28T08:44:05.407112,Reduced 5thgeneration secured line Deluxe,5,735.38,0.0
Charles Ware,amydavenport@example.net,74,2025-03-27T09:40:39.360503,Automated attitude-oriented capability Deluxe,4,491.29,0.0
Edgar Mendez,deborahporter@example.net,95,2025-03-24T04:26:25.511931,User-centric optimal algorithm Deluxe,5,479.46,2417.14
Michael Bennett,kkramer@example.net,122,2025-03-23T14:54:18.810934,Self-enabling object-oriented toolset Basic,4,468.07,0.0
Michael Bennett,kkramer@example.net,122,2025-03-23T14:54:18.810934,Centralized didactic access Basic,1,558.45,0.0
Michael Bennett,kkramer@example.net,122,2025-03-23T14:54:18.810934,Compatible high-level alliance Basic,3,458.67,0.0
Michael Bennett,kkramer@example.net,122,2025-03-23T14:54:18.810934,Balanced foreground hardware Standard,5,640.03,0.0
Michael Bennett,kkramer@example.net,122,2025-03-23T14:54:18.810934,Realigned holistic capability Basic,4,6.52,0.0
Gary Hill,todd15@example.com,173,2025-03-23T11:08:10.621312,Streamlined homogeneous focus group Standard,1,302.81,0.0
Amy Lopez,cwood@example.org,60,2025-03-18T19:14:27.759047,Seamless attitude-oriented hardware Standard,3,59.36,4478.95
Amy Lopez,cwood@example.org,60,2025-03-18T19:14:27.759047,Programmable user-facing extranet Standard,3,283.24,4478.95
Amy Lopez,cwood@example.org,60,2025-03-18T19:14:27.759047,Virtual high-level strategy Deluxe,1,208.37,4478.95
Amy Lopez,cwood@example.org,60,2025-03-18T19:14:27.759047,Balanced foreground hardware Standard,5,640.03,4478.95
Chelsey Patterson,kristenli@example.org,132,2025-03-18T11:34:08.299577,Extended coherent middleware Pro,2,932.16,4316.16
Chelsey Patterson,kristenli@example.org,132,2025-03-18T11:34:08.299577,Ergonomic value-added budgetary management Standard,4,190.42,4316.16
Chelsey Patterson,kristenli@example.org,132,2025-03-18T11:34:08.299577,Reduced 5thgeneration secured line Deluxe,2,735.38,4316.16
Chelsey Patterson,kristenli@example.org,132,2025-03-18T11:34:08.299577,Multi-channeled actuating interface Standard,3,67.07,4316.16
Kaitlin Thompson,richard04@example.com,174,2025-03-18T01:35:07.924163,Profound real-time complexity Standard,4,670.85,0.0
Kaitlin Thompson,richard04@example.com,174,2025-03-18T01:35:07.924163,Triple-buffered executive interface Standard,4,384.33,0.0
Christopher Tran,kimberly04@example.org,136,2025-03-17T23:30:47.570988,Automated attitude-oriented capability Deluxe,5,417.6,6789.700000000001
Christopher Tran,kimberly04@example.org,136,2025-03-17T23:30:47.570988,Self-enabling system-worthy help-desk Basic,5,62.53,6789.700000000001
Christopher Tran,kimberly04@example.org,136,2025-03-17T23:30:47.570988,Stand-alone impactful attitude Standard,4,243.1,6789.700000000001
Christopher Tran,kimberly04@example.org,136,2025-03-17T23:30:47.570988,Re-engineered contextually-based instruction set Premium,4,803.41,6789.700000000001
Christopher Tran,kimberly04@example.org,136,2025-03-17T23:30:47.570988,Managed incremental projection Pro,2,71.67,6789.700000000001
Ashley Krause,lisale@example.org,172,2025-03-17T14:30:05.719071,Expanded fault-tolerant Internet solution Premium,3,701.77,2772.1
Ashley Krause,lisale@example.org,172,2025-03-17T14:30:05.719071,User-friendly stable encoding Premium,1,632.75,2772.1
Felicia Lopez,jillwilson@example.org,9,2025-03-16T21:10:25.806269,Implemented leadingedge core Premium,3,98.82,1096.16
Felicia Lopez,jillwilson@example.org,9,2025-03-16T21:10:25.806269,Organized human-resource help-desk Pro,1,735.63,1096.16
Cynthia Faulkner,markramirez@example.com,71,2025-03-14T22:38:43.006787,Optimized even-keeled application Basic,3,12.2,0.0
Cynthia Faulkner,markramirez@example.com,71,2025-03-14T22:38:43.006787,Universal methodical customer loyalty Basic,5,575.41,0.0
Cynthia Faulkner,markramirez@example.com,71,2025-03-14T22:38:43.006787,Automated global instruction set Pro,5,278.66,0.0
Cynthia Faulkner,markramirez@example.com,71,2025-03-14T22:38:43.006787,Exclusive scalable alliance Premium,2,594.54,0.0
Michael Davis,marypeterson@example.net,113,2025-03-14T00:15:09.444176,Up-sized global intranet Standard,4,462.66,3428.1400000000003
Michael Davis,marypeterson@example.net,113,2025-03-14T00:15:09.444176,Quality-focused optimizing firmware Basic,1,388.87,3428.1400000000003
Michael Davis,marypeterson@example.net,113,2025-03-14T00:15:09.444176,Implemented leadingedge core Premium,5,98.82,3428.1400000000003
Michael Davis,marypeterson@example.net,113,2025-03-14T00:15:09.444176,Devolved background superstructure Pro,4,13.14,3428.1400000000003
Michael Davis,marypeterson@example.net,113,2025-03-14T00:15:09.444176,Public-key content-based array Pro,2,299.05,3428.1400000000003
Christian King,zacharygomez@example.com,30,2025-03-13T20:55:23.186279,Virtual multi-state knowledgebase Premium,1,264.15,2141.31
Christian King,zacharygomez@example.com,30,2025-03-13T20:55:23.186279,Enhanced scalable task-force Basic,3,614.97,2141.31
Jeffrey Rodriguez,danny49@example.org,133,2025-03-13T18:54:39.342248,Centralized multi-state framework Deluxe,2,52.99,7088.21
Jeffrey Rodriguez,danny49@example.org,133,2025-03-13T18:54:39.342248,Fundamental web-enabled strategy Premium,5,509.43,7088.21
Jeffrey Rodriguez,danny49@example.org,133,2025-03-13T18:54:39.342248,Devolved background superstructure Pro,4,9.86,7088.21
Jeffrey Rodriguez,danny49@example.org,133,2025-03-13T18:54:39.342248,Ergonomic value-added budgetary management Standard,4,158.68,7088.21
Jeffrey Rodriguez,danny49@example.org,133,2025-03-13T18:54:39.342248,Automated system-worthy open system Premium,4,935.09,7088.21
Gabriel Walton,john40@example.net,152,2025-03-13T11:28:35.412535,Streamlined dynamic info-mediaries Premium,5,584.34,3499.57
Gabriel Walton,john40@example.net,152,2025-03-13T11:28:35.412535,Phased interactive database Pro,1,563.53,3499.57
Robin James,tylerjohnson@example.net,111,2025-03-11T23:39:02.565889,Centralized homogeneous info-mediaries Pro,2,599.58,0.0
Robin James,tylerjohnson@example.net,111,2025-03-11T23:39:02.565889,Virtual needs-based middleware Pro,4,465.15,0.0
Robin James,tylerjohnson@example.net,111,2025-03-11T23:39:02.565889,Secured 4thgeneration forecast Standard,1,926.95,0.0
Rachel Marshall,erica21@example.com,140,2025-03-11T09:32:25.752344,Secured bandwidth-monitored task-force Standard,5,83.07,0.0
Rachel Marshall,erica21@example.com,140,2025-03-11T09:32:25.752344,Balanced systemic policy Premium,5,130.8,0.0
Cynthia Faulkner,markramirez@example.com,13,2025-03-10T21:14:11.181571,Universal methodical customer loyalty Basic,5,767.21,12106.79
Cynthia Faulkner,markramirez@example.com,13,2025-03-10T21:14:11.181571,Re-contextualized clear-thinking array Basic,5,446.46,12106.79
Cynthia Faulkner,markramirez@example.com,13,2025-03-10T21:14:11.181571,Self-enabling system-worthy help-desk Basic,2,56.28,12106.79
Cynthia Faulkner,markramirez@example.com,13,2025-03-10T21:14:11.181571,Object-based asynchronous moderator Basic,4,857.58,12106.79
Cynthia Faulkner,markramirez@example.com,13,2025-03-10T21:14:11.181571,Up-sized global intranet Standard,5,491.58,12106.79
Joseph Perry,yjones@example.org,161,2025-03-10T18:16:19.287413,Streamlined dynamic info-mediaries Premium,1,779.12,0.0
Donald Morris,adamreyes@example.com,89,2025-03-09T01:55:14.581073,Reactive user-facing Graphic Interface Deluxe,2,535.14,0.0
Donald Morris,adamreyes@example.com,89,2025-03-09T01:55:14.581073,Integrated content-based analyzer Basic,2,263.81,0.0
Donald Morris,adamreyes@example.com,89,2025-03-09T01:55:14.581073,Exclusive scalable alliance Premium,3,475.63,0.0
Donald Morris,adamreyes@example.com,89,2025-03-09T01:55:14.581073,Phased heuristic encryption Basic,4,364.6,0.0
Tammy Hart,katherineali@example.com,26,2025-03-08T07:20:35.311824,Inverse attitude-oriented strategy Premium,4,642.34,5092.36
Tammy Hart,katherineali@example.com,26,2025-03-08T07:20:35.311824,Organic attitude-oriented policy Premium,3,606.48,5092.36
Tammy Hart,katherineali@example.com,26,2025-03-08T07:20:35.311824,Exclusive scalable alliance Premium,1,594.54,5092.36
Tammy Hart,katherineali@example.com,26,2025-03-08T07:20:35.311824,Optimized even-keeled application Basic,5,12.96,5092.36
Rachel Marshall,erica21@example.com,33,2025-03-07T18:38:34.064007,Virtual multi-state knowledgebase Premium,4,248.62,0.0
Rachel Marshall,erica21@example.com,33,2025-03-07T18:38:34.064007,User-friendly stable encoding Premium,5,744.41,0.0
Rachel Marshall,erica21@example.com,33,2025-03-07T18:38:34.064007,Seamless attitude-oriented hardware Standard,2,59.36,0.0
Rachel Marshall,erica21@example.com,33,2025-03-07T18:38:34.064007,Operative tertiary knowledgebase Basic,1,735.62,0.0
Christopher Tran,kimberly04@example.org,57,2025-03-04T17:01:02.700590,Automated global instruction set Pro,2,250.79,2120.75
Christopher Tran,kimberly04@example.org,57,2025-03-04T17:01:02.700590,Seamless attitude-oriented hardware Standard,5,62.85,2120.75
Christopher Tran,kimberly04@example.org,57,2025-03-04T17:01:02.700590,User-centric optimal algorithm Deluxe,2,639.28,2120.75
Leah Shields,josephcobb@example.org,108,2025-03-02T10:04:11.825428,Re-engineered contextually-based instruction set Premium,2,642.73,1349.17
Brandon Schultz,bartonshannon@example.net,64,2025-02-26T23:27:47.081068,Inverse optimizing paradigm Basic,3,726.23,2871.45
Brandon Schultz,bartonshannon@example.net,64,2025-02-26T23:27:47.081068,Universal methodical customer loyalty Basic,1,652.13,2871.45
Erica Le,courtneyberger@example.net,144,2025-02-26T09:38:04.383138,Reduced 5thgeneration secured line Deluxe,1,588.3,622.76
Margaret Gill,foxallison@example.com,31,2025-02-23T20:35:39.651815,Horizontal 6thgeneration challenge Deluxe,2,224.9,5085.05
Margaret Gill,foxallison@example.com,31,2025-02-23T20:35:39.651815,Public-key content-based array Pro,5,332.28,5085.05
Margaret Gill,foxallison@example.com,31,2025-02-23T20:35:39.651815,Organic discrete middleware Basic,1,681.43,5085.05
Margaret Gill,foxallison@example.com,31,2025-02-23T20:35:39.651815,Reactive leadingedge knowledgebase Premium,2,508.84,5085.05
Margaret Gill,foxallison@example.com,31,2025-02-23T20:35:39.651815,Virtual multi-state knowledgebase Premium,4,310.77,5085.05
Michael Foster,aprilmclaughlin@example.org,37,2025-02-23T01:13:23.756460,Self-enabling object-oriented toolset Basic,2,397.86,4162.92
Michael Foster,aprilmclaughlin@example.org,37,2025-02-23T01:13:23.756460,Multi-channeled background Graphic Interface Premium,5,373.3,4162.92
Michael Foster,aprilmclaughlin@example.org,37,2025-02-23T01:13:23.756460,Streamlined dynamic info-mediaries Premium,1,779.12,4162.92
Michael Foster,aprilmclaughlin@example.org,37,2025-02-23T01:13:23.756460,Seamless full-range capability Deluxe,1,631.13,4162.92
Michael Foster,aprilmclaughlin@example.org,37,2025-02-23T01:13:23.756460,Optimized even-keeled application Basic,2,12.2,4162.92
Sabrina Collins,tanderson@example.org,56,2025-02-22T17:57:33.418448,Public-key content-based array Pro,3,332.28,0.0
Sabrina Collins,tanderson@example.org,56,2025-02-22T17:57:33.418448,Triple-buffered executive interface Standard,3,320.27,0.0
Heather Garcia,dennismccann@example.com,178,2025-02-22T00:58:35.637404,Secured bandwidth-monitored task-force Standard,5,97.73,0.0
Grant Ward,davidharris@example.org,10,2025-02-19T07:31:33.771537,Virtual multi-state knowledgebase Premium,3,310.77,946.53
Charles Ware,amydavenport@example.net,167,2025-02-18T13:47:30.658354,Profound real-time complexity Standard,2,603.76,0.0
Charles Ware,amydavenport@example.net,167,2025-02-18T13:47:30.658354,User-friendly stable encoding Premium,1,744.41,0.0
Charles Ware,amydavenport@example.net,167,2025-02-18T13:47:30.658354,Persistent clear-thinking array Pro,3,705.7,0.0
Charles Ware,amydavenport@example.net,167,2025-02-18T13:47:30.658354,Multi-channeled background Graphic Interface Premium,3,373.3,0.0
Charles Ware,amydavenport@example.net,167,2025-02-18T13:47:30.658354,Self-enabling full-range extranet Standard,3,468.19,0.0
Kyle Gutierrez,kevinsmith@example.org,77,2025-02-15T22:48:41.883545,Reactive bottom-line hub Premium,3,55.91,227.2
Sophia Torres,pwilson@example.net,98,2025-02-06T04:48:13.283830,Enterprise-wide hybrid analyzer Premium,4,353.55,0.0
Sophia Torres,pwilson@example.net,98,2025-02-06T04:48:13.283830,Focused systemic algorithm Premium,1,76.42,0.0
Sophia Torres,pwilson@example.net,98,2025-02-06T04:48:13.283830,Streamlined homogeneous focus group Standard,5,302.81,0.0
Sophia Torres,pwilson@example.net,98,2025-02-06T04:48:13.283830,Integrated content-based analyzer Basic,2,310.36,0.0
Sophia Torres,pwilson@example.net,98,2025-02-06T04:48:13.283830,Centralized didactic access Basic,5,502.61,0.0
Katrina Duran,mark07@example.net,176,2025-02-06T01:01:05.447752,Reactive user-facing Graphic Interface Deluxe,2,668.92,5465.36
Katrina Duran,mark07@example.net,176,2025-02-06T01:01:05.447752,Configurable multi-state core Deluxe,2,83.01,5465.36
Katrina Duran,mark07@example.net,176,2025-02-06T01:01:05.447752,Self-enabling full-range extranet Standard,4,468.19,5465.36
Katrina Duran,mark07@example.net,176,2025-02-06T01:01:05.447752,Streamlined dynamic info-mediaries Premium,2,662.25,5465.36
Katrina Duran,mark07@example.net,176,2025-02-06T01:01:05.447752,Object-based asynchronous moderator Basic,1,728.94,5465.36
Christopher Tran,kimberly04@example.org,76,2025-02-05T20:09:10.954714,Automated global instruction set Pro,2,278.66,0.0
Troy Khan,amitchell@example.org,143,2025-02-03T20:52:39.716996,Stand-alone impactful attitude Standard,3,194.48,950.49
Troy Khan,amitchell@example.org,143,2025-02-03T20:52:39.716996,Synchronized upward-trending synergy Deluxe,4,83.18,950.49
Rachel Marshall,erica21@example.com,116,2025-02-03T06:58:49.250084,Persistent bi-directional artificial intelligence Deluxe,4,63.35,2971.8900000000003
Rachel Marshall,erica21@example.com,116,2025-02-03T06:58:49.250084,Ergonomic object-oriented capacity Deluxe,4,660.89,2971.8900000000003
Rachel Marshall,erica21@example.com,116,2025-02-03T06:58:49.250084,Realigned holistic capability Basic,3,6.52,2971.8900000000003
Hannah Brewer,bwest@example.org,15,2025-02-03T06:17:46.614136,Operative tertiary knowledgebase Basic,5,980.83,4926.79
Katrina Duran,mark07@example.net,11,2025-01-29T14:29:30.296509,Organic attitude-oriented policy Premium,4,808.64,0.0
Katrina Duran,mark07@example.net,11,2025-01-29T14:29:30.296509,Enterprise-wide hybrid analyzer Premium,4,265.16,0.0
Anne Torres,stevenvargas@example.com,170,2025-01-22T22:31:02.370810,Future-proofed web-enabled ability Premium,3,114.82,0.0
Kenneth Ward,alexis82@example.com,121,2025-01-22T18:10:42.682682,Compatible high-level alliance Basic,5,458.67,0.0
Kenneth Ward,alexis82@example.com,121,2025-01-22T18:10:42.682682,Multi-channeled actuating interface Standard,3,89.43,0.0
Kenneth Ward,alexis82@example.com,121,2025-01-22T18:10:42.682682,Streamlined homogeneous focus group Standard,1,302.81,0.0
Kenneth Ward,alexis82@example.com,121,2025-01-22T18:10:42.682682,Implemented discrete moderator Pro,3,794.17,0.0
Kenneth Ward,alexis82@example.com,121,2025-01-22T18:10:42.682682,Expanded fault-tolerant Internet solution Premium,5,779.74,0.0
Amber Hernandez,ericnunez@example.com,40,2025-01-22T04:38:56.498875,Quality-focused regional Graphical User Interface Pro,1,675.47,5462.32
Amber Hernandez,ericnunez@example.com,40,2025-01-22T04:38:56.498875,Centralized homogeneous info-mediaries Pro,4,749.48,5462.32
Amber Hernandez,ericnunez@example.com,40,2025-01-22T04:38:56.498875,Programmable systemic hierarchy Deluxe,2,730.16,5462.32
Amber Hernandez,ericnunez@example.com,40,2025-01-22T04:38:56.498875,Grass-roots zero tolerance circuit Deluxe,1,42.81,5462.32
Amber Hernandez,ericnunez@example.com,40,2025-01-22T04:38:56.498875,Configurable multi-state core Deluxe,4,66.41,5462.32
Valerie Thomas,kimberlyfreeman@example.net,44,2025-01-21T10:23:17.670525,Triple-buffered executive interface Standard,5,427.03,0.0
Valerie Thomas,kimberlyfreeman@example.net,44,2025-01-21T10:23:17.670525,Compatible high-level alliance Basic,3,412.8,0.0
Valerie Thomas,kimberlyfreeman@example.net,44,2025-01-21T10:23:17.670525,Centralized multi-state framework Deluxe,1,52.99,0.0
Charles Ware,amydavenport@example.net,147,2025-01-20T15:08:15.273984,Ergonomic client-server interface Standard,5,211.94,2416.99
Charles Ware,amydavenport@example.net,147,2025-01-20T15:08:15.273984,Stand-alone impactful attitude Standard,3,243.1,2416.99
